coding	meaning
0	did not have milk
222	don't know type of milk
2102	semiskimmed
2103	skimmed
2104	wholemilk
2105	soya with calcium
2106	soya without calcium
2107	goat/sheep milk
2108	rice/oat/vegetable milk
2109	powdered milk
2110	cholesterol lowering milk
2199	other type of milk
