coding	meaning	node_id	parent_id	selectable
218	Jordan	218	200	Y
219	Kashmir	219	200	Y
220	Kurdistan	220	200	Y
221	Kuwait	221	200	Y
222	Kyrgyzstan	222	200	Y
223	Laos	223	200	Y
224	Lebanon	224	200	Y
225	Macau (Macao)	225	200	Y
226	Malaysia	226	200	Y
227	Maldives	227	200	Y
228	Mongolia	228	200	Y
229	Nepal	229	200	Y
230	North Korea	230	200	Y
231	Oman	231	200	Y
232	Pakistan	232	200	Y
233	Palestine	233	200	Y
234	Pattaya	234	200	Y
235	Philippines	235	200	Y
236	Qatar	236	200	Y
237	Saint Helena	237	200	Y
238	Saudi Arabia	238	200	Y
239	Singapore	239	200	Y
240	South Korea	240	200	Y
241	Sri Lanka	241	200	Y
242	Syria	242	200	Y
243	Taiwan	243	200	Y
244	Tajikistan	244	200	Y
245	Thailand	245	200	Y
246	Tibet	246	200	Y
247	Turkmenistan	247	200	Y
248	Uzbekistan	248	200	Y
249	Vietnam	249	200	Y
250	West Indies	250	200	Y
251	Yemen	251	200	Y
300	Europe	300	0	N
301	Akrotiri and Dhekelia	301	300	Y
302	Albania	302	300	Y
303	Armenia	303	300	Y
304	Austria	304	300	Y
305	Azerbaijan	305	300	Y
306	Belarus	306	300	Y
307	Belgium	307	300	Y
308	Bosnia and Herzegovina	308	300	Y
309	Bulgaria	309	300	Y
310	Crete	310	300	Y
311	Croatia	311	300	Y
312	Cyprus	312	300	Y
313	Czech Republic	313	300	Y
314	Denmark	314	300	Y
315	Estonia	315	300	Y
316	Faroe Islands	316	300	Y
317	Finland	317	300	Y
318	France	318	300	Y
319	Georgia	319	300	Y
320	Germany	320	300	Y
321	Gibraltar	321	300	Y
322	Greece	322	300	Y
323	Hungary	323	300	Y
324	Iceland	324	300	Y
325	Isle of Man	325	300	Y
326	Italy	326	300	Y
327	Kazakhstan	327	300	Y
328	Latvia	328	300	Y
329	Lithuania	329	300	Y
330	Luxembourg	330	300	Y
331	Macedonia	331	300	Y
332	Madeira	332	300	Y
333	Malta	333	300	Y
334	Moldova	334	300	Y
335	Monaco	335	300	Y
336	Netherlands	336	300	Y
337	Netherlands Antilles	337	300	Y
338	Norway	338	300	Y
339	Poland	339	300	Y
340	Portugal	340	300	Y
341	Republic of Kosovo	341	300	Y
342	Romania	342	300	Y
343	Russia	343	300	Y
344	Serbia	344	300	Y
345	Serbia/Montenegro	345	300	Y
346	Sicily	346	300	Y
347	Slovakia	347	300	Y
348	Slovenia	348	300	Y
349	Spain	349	300	Y
350	Sweden	350	300	Y
351	Switzerland	351	300	Y
352	Turkey	352	300	Y
353	Ukraine	353	300	Y
354	United Kingdom	354	300	Y
355	Channel Islands	355	300	Y
356	Ireland	356	300	Y
400	North America	400	0	N
401	Anguilla	401	400	Y
402	Antigua and Barbuda	402	400	Y
403	Aruba	403	400	Y
404	Bahamas	404	400	Y
405	Barbados	405	400	Y
406	Belize	406	400	Y
407	Bermuda	407	400	Y
409	Canada	409	400	Y
410	Costa Rica	410	400	Y
413	El Salvador	413	400	Y
416	Guatemala	416	400	Y
421	Mexico	421	400	Y
424	Nicaragua	424	400	Y
426	Panama	426	400	Y
427	Puerto Rico	427	400	Y
434	USA	434	400	Y
500	Oceania	500	0	N
501	Samoa	501	500	Y
502	Australia	502	500	Y
503	Fiji	503	500	Y
505	New Zealand	505	500	Y
506	Pacific Islands	506	500	Y
600	South America	600	0	N
601	Argentina	601	600	Y
602	Bolivia	602	600	Y
603	Brazil	603	600	Y
604	Chile	604	600	Y
605	Colombia	605	600	Y
606	Cuba	606	600	Y
607	Ecuador	607	600	Y
608	Falkland Islands	608	600	Y
609	The Guianas	609	600	Y
611	Paraguay	611	600	Y
612	Peru	612	600	Y
613	South Georgia and the South Sandwich Islands	613	600	Y
614	Suriname	614	600	Y
615	Uruguay	615	600	Y
616	Venezuela	616	600	Y
