coding	meaning
332	Jam/honey
333	Cream
334	Peanut butter
335	Yeast extract
336	Hummus
337	Guacamole
338	Chutney/pickle
339	Tomato ketchup
340	Brown sauce
341	Low fat mayonnaise
342	Mayonnaise
343	Salad dressing
344	Oil for drizzling
345	Pesto
346	Tomato-based sauce
347	Cheese sauce
348	White/cream sauce
349	Gravy
350	Other sauce
